IDCLIENTE;MES;VLVENDA;QTVENDA;QTPARCELAS;QTESTABEL
31169;2020-07;81643,9348;3032;3032;1
31169;2020-08;81626,81705;3071;3071;1
31169;2020-09;101103,6148;3918;3918;1
31169;2020-10;104164,8814;4150;4150;1
31169;2020-11;89792,81335;3717;3717;1
31169;2020-12;119624,0123;4026;4026;1
31169;2021-01;100951,7486;3720;3720;1
31169;2021-02;84482,38393;3229;3229;1
31169;2021-03;85790,54387;3269;3269;1
31169;2021-04;53317,56347;1999;1999;1
31169;2021-05;76000,84192;2935;2935;1
31169;2021-06;72625,53497;2778;2778;1
31172;2019-05;775,0029811;15;19;1
31172;2019-06;16405,54533;331;352;1
31172;2019-07;22992,75419;359;387;1
31172;2019-08;20209,38953;413;443;1
31172;2019-09;22850,61756;397;424;1
31172;2019-10;21108,73181;389;410;1
31172;2019-11;14912,84081;354;361;1
31172;2019-12;20875,70965;359;385;1
31172;2020-01;12347,73546;302;309;1
31172;2020-02;10709,04071;249;261;1
31172;2020-03;15779,54845;220;225;1
31172;2020-04;6222,270511;130;136;1
31172;2020-05;16473,12306;313;326;1
31172;2020-06;17012,53481;419;424;1
31172;2020-07;33629,80507;477;501;1
31172;2020-08;27473,19479;400;421;1
31172;2020-09;26609,29825;437;480;1
31172;2020-10;30509,61291;529;555;1
31172;2020-11;29651,31992;512;547;1
31172;2020-12;41393,23873;657;693;1
31172;2021-01;19363,69987;292;322;1
31172;2021-02;6198,311135;101;114;1
31172;2021-03;10256,15824;127;155;1
31172;2021-04;9702,597975;106;128;1
31172;2021-05;7672,678444;136;145;1
31172;2021-06;31481,42904;462;488;1
31179;2019-05;17,37382056;0;0;1
31179;2019-06;268,3676295;6;6;1
31179;2019-07;309,9314047;7;7;1
31179;2019-08;282,3770511;7;7;1
31179;2019-09;212,2695464;6;6;1
31179;2019-10;234,6115366;6;6;1
31179;2019-11;318,07909;7;7;1
31179;2019-12;332,5938449;7;7;1
31179;2020-01;174,1831423;4;4;1
31179;2020-02;210,5115252;3;3;1
31179;2020-03;212,5537149;4;4;1
31179;2020-04;11,42757236;0;0;1
31179;2020-05;29,24241901;0;0;1
31179;2020-06;91,51464996;1;1;1
31179;2020-07;111,0484121;1;1;1
31179;2020-08;139,3605485;2;2;1
31179;2020-09;110,5891366;2;2;1
31179;2020-10;115,6661507;2;2;1
31179;2020-11;138,2290884;2;2;1
31179;2020-12;12,2726913;0;0;1
31185;2019-05;66,52757384;1;1;1
31185;2019-06;8375,267149;88;91;1
31185;2019-07;7376,244749;75;77;1
31185;2019-08;8467,851356;98;106;1
31185;2019-09;8557,663581;94;96;1
31185;2019-10;8339,23138;84;88;1
31185;2019-11;8832,53334;103;110;1
31185;2019-12;9364,86481;86;93;1
31185;2020-01;8858,146456;100;101;1
31185;2020-02;5869,949598;65;67;1
31185;2020-03;7775,964589;80;82;1
31185;2020-04;7110,68885;75;78;1
31185;2020-05;7237,09124;85;85;1
31185;2020-06;7517,615843;73;78;1
31185;2020-07;8865,908007;95;95;1
31185;2020-08;13262,82624;93;93;1
31185;2020-09;7191,630732;77;77;1
31185;2020-10;7797,031654;89;89;1
31185;2020-11;5296,70367;65;65;1
31185;2020-12;8698,480279;92;94;1
31185;2021-01;3686,736383;38;38;1
31185;2021-02;4095,880962;53;53;1
31185;2021-03;4764,48308;52;52;1
31185;2021-04;5033,919754;49;49;1
31185;2021-05;2465,955404;39;39;1
31185;2021-06;4243,350418;65;65;1
31191;2019-05;476,7684848;8;8;1
31191;2019-06;67927,31144;478;487;1
31191;2019-07;92486,89649;699;703;1
31191;2019-08;68627,57291;644;650;1
31193;2019-05;2343,852043;37;43;1
31193;2019-06;31731,31342;459;510;1
31193;2019-07;44419,51271;580;670;1
31193;2019-08;20530,97393;299;335;1
31193;2019-09;19563,3693;286;320;1
31193;2019-10;33746,48852;391;465;1
31193;2019-11;35485,30934;400;454;1
31193;2019-12;28763,53845;366;438;1
31193;2020-01;30723,93923;486;542;1
31193;2020-02;32716,07963;409;476;1
31193;2020-03;11417,72216;157;184;1
31193;2020-04;15973,77392;185;234;1
31193;2020-05;33460,08711;417;502;1
31193;2020-06;39701,47327;505;594;1
31193;2020-07;41202,63096;563;653;1
31193;2020-08;42364,78528;573;654;1
31193;2020-09;34046,2499;505;561;1
31193;2020-10;33003,37326;424;469;1
31193;2020-11;44157,96922;684;745;1
31193;2020-12;46066,47405;728;777;1
31193;2021-01;44056,69104;633;690;1
31193;2021-02;48586,06166;711;777;1
31193;2021-03;47465,13549;586;666;1
31193;2021-04;38014,11393;524;590;1
31193;2021-05;31840,46638;382;433;1
31193;2021-06;44934,83353;482;591;1
31199;2019-06;15753,28504;16;85;1
31199;2019-07;31880,5662;25;117;1
31199;2019-08;19152,0785;19;71;1
31199;2019-09;18597,87943;21;107;1
31199;2019-10;24592,76019;31;120;1
31199;2019-11;48305,244;58;214;1
31199;2019-12;53605,96395;71;250;1
31199;2020-01;16346,22509;22;86;1
31199;2020-02;12646,85806;17;64;1
31199;2020-03;11435,87132;13;44;1
31199;2020-04;21845,15064;27;151;1
31199;2020-05;30162,15197;36;111;1
31199;2020-06;47544,36751;57;228;1
31199;2020-07;38818,33549;39;169;1
31199;2020-08;43782,34421;52;241;1
31199;2020-09;29247,23814;34;129;1
31199;2020-10;14874,46475;19;39;1
31199;2020-11;15339,31245;17;80;1
31199;2020-12;29558,56918;34;126;1
31199;2021-01;17650,97561;24;92;1
31199;2021-02;6471,244864;7;27;1
31199;2021-03;8870,053176;10;25;1
31199;2021-04;12465,06664;14;53;1
31199;2021-05;19021,02984;18;91;1
31199;2021-06;14274,15596;19;86;1
31215;2019-05;17,97813231;1;1;1
31215;2019-06;3278,415367;303;303;1
31215;2019-07;2975,932075;303;303;1
31215;2019-08;2796,604663;296;296;1
31215;2019-09;2658,173855;263;263;1
31215;2019-10;2970,266288;261;261;1
31215;2019-11;2477,991307;265;265;1
31215;2019-12;3187,97758;275;276;1
31215;2020-01;2990,684194;244;244;1
31215;2020-02;2629,216741;227;227;1
31215;2020-03;2676,407312;245;245;1
31215;2020-04;3360,824596;246;246;1
31215;2020-05;3179,134414;218;218;1
31215;2020-06;2789,93784;205;205;1
31215;2020-07;3233,95637;233;233;1
31215;2020-08;3096,356381;219;219;1
31215;2020-09;2737,146327;200;200;1
31215;2020-10;2846,352538;197;197;1
31215;2020-11;204,0169478;11;11;1
31219;2019-01;83781,23057;667;667;1
31219;2019-02;160148,5959;1231;1231;1
31219;2019-03;167578,5181;1262;1262;1
31219;2019-04;69107,64947;591;591;1
31219;2019-05;79075,65317;610;610;1
31219;2019-06;187161,9654;1453;1453;1
31219;2019-07;200309,478;1548;1548;1
31219;2019-08;223398,9643;1650;1650;1
31219;2019-09;211193,3793;1586;1586;1
31219;2019-10;174521,1075;1344;1344;1
31219;2019-11;236754,6411;1690;1690;1
31219;2019-12;272758,7697;1952;1952;1
31219;2020-01;193010,2954;1406;1406;1
31219;2020-02;199863,114;1382;1382;1
31219;2020-03;115166,8844;804;804;1
31219;2020-04;0;0;0;0
31219;2020-05;12266,90457;119;119;1
31219;2020-06;14396,03116;144;144;1
31219;2020-07;42181,62946;328;328;1
31219;2020-08;99116,58289;637;637;1
31219;2020-09;109222,5968;711;711;1
31219;2020-10;143053,2827;909;909;1
31219;2020-11;175059,5194;1080;1080;1
31219;2020-12;174154,4658;1083;1083;1
31219;2021-01;123125,8696;741;741;1
31219;2021-02;137577,9664;846;846;1
31219;2021-03;28355,76741;206;206;1
31219;2021-04;46406,34893;300;300;1
31219;2021-05;161663,3676;901;901;1
31219;2021-06;181446,1927;1017;1017;1
31222;2019-05;2,16426E-05;0;0;1
31222;2019-06;2,900105521;0;0;1
31222;2019-07;3,874021554;0;0;1
31222;2019-08;8,267464992;0;0;1
31222;2019-09;1,320197289;0;0;1
31222;2019-10;2,120972694;0;0;1
31222;2019-11;1,904546909;0;0;1
31222;2019-12;3,246386777;0;0;1
31222;2020-01;5,280789157;0;0;1
31222;2020-02;7,57490248;0;0;1
31222;2020-03;4,739724694;0;0;1
31222;2020-04;0;0;0;0
31222;2020-05;5,583785257;0;0;1
31222;2020-06;4,523298909;0;0;1
31222;2020-07;1,937010777;0;0;1
31222;2020-08;0,173140628;0;0;1
31222;2020-09;0,173140628;0;0;1
31222;2020-10;0,173140628;0;0;1
31222;2020-11;0,173140628;0;0;1
31224;2019-05;121,554091;8;8;1
31224;2019-06;10493,69715;107;108;1
31224;2019-07;5197,112691;113;116;1
31224;2019-08;10501,32804;124;138;1
31224;2019-09;6839,848701;86;107;1
31224;2019-10;5931,501991;77;84;1
31224;2019-11;9284,301471;80;84;1
31224;2019-12;2761,033647;58;58;1
31224;2020-01;9590,077539;107;108;1
31224;2020-02;2841,259347;11;14;1
31224;2020-03;343,0526568;3;3;1
31224;2020-04;700,9619248;5;7;1
31224;2020-05;2689,046613;11;15;1
31224;2020-06;1364,107021;7;8;1
31224;2020-07;676,6511066;3;3;1
31224;2020-08;123,9176428;1;1;1
31232;2019-01;686,1154413;17;17;1
31232;2019-02;679,6569809;15;15;1
31232;2019-03;743,0590436;18;18;1
31232;2019-04;600,8129127;17;17;1
31232;2019-05;709,8048921;19;19;1
31232;2019-06;814,4575144;18;18;1
31232;2019-07;823,2672645;18;18;1
31232;2019-08;807,1995051;21;21;1
31232;2019-09;784,1422451;21;21;1
31232;2019-10;649,7647047;16;16;1
31232;2019-11;857,6593593;19;19;1
31232;2019-12;993,148176;24;24;1
31232;2020-01;916,0282643;25;25;1
31232;2020-02;734,5849293;19;19;1
31232;2020-03;793,1294684;20;20;1
31232;2020-04;1074,849746;25;25;1
31232;2020-05;1025,678182;26;26;1
31232;2020-06;807,8795124;21;21;1
31232;2020-07;916,6880415;23;23;1
31232;2020-08;900,2221169;23;23;1
31232;2020-09;873,3542411;23;23;1
31232;2020-10;896,0202326;23;23;1
31232;2020-11;930,8008373;22;22;1
31232;2020-12;1199,458446;28;28;1
31232;2021-01;936,731476;23;23;1
31232;2021-02;1176,415899;29;29;1
31232;2021-03;1161,26539;30;30;1
31232;2021-04;1130,27701;26;26;1
31232;2021-05;1212,056742;27;27;1
31232;2021-06;1113,134757;28;28;1
31238;2019-05;1,959771451;2;2;1
31238;2019-06;33260,98629;2017;2017;1
31238;2019-07;33141,44023;1819;1819;1
31238;2019-08;29557,17503;1515;1515;1
31238;2019-09;24776,80252;1384;1384;1
31238;2019-10;25960,3085;1401;1401;1
31238;2019-11;17928,40078;847;847;1
31238;2019-12;20115,27055;747;747;1
31238;2020-01;21389,80791;974;974;1
31238;2020-02;19113,94492;903;903;1
31238;2020-03;14805,03463;674;674;1
31238;2020-08;5468,50706;165;165;1
31238;2020-09;3393,344267;122;122;1
31238;2020-10;4626,824418;163;163;1
31238;2020-11;8026,831908;296;296;1
31238;2020-12;9814,829391;337;337;1
31238;2021-01;4134,373048;159;159;1
31238;2021-02;381,7634786;24;24;1
31238;2021-03;35,27588611;4;4;1
31238;2021-04;19,20576022;2;2;1
31238;2021-05;69,5718865;2;2;1
31238;2021-06;21,36150881;2;2;1
31240;2019-06;4619,116136;8;14;1
31242;2019-01;6527,289265;173;173;1
31242;2019-02;7388,821362;227;227;1
31242;2019-03;7488,633501;211;211;1
31242;2019-04;7652,096546;169;169;1
31242;2019-05;37291,48807;1023;1023;1
31242;2019-06;45124,69875;1357;1357;1
31242;2019-07;51072,80854;1574;1574;1
31242;2019-08;44678,68857;1349;1349;1
31242;2019-09;86818,35925;2866;2866;1
31242;2019-10;60902,44031;1822;1822;1
31242;2019-11;54281,74127;1642;1642;1
31242;2019-12;58095,09016;1546;1546;1
31242;2020-01;44527,9006;1238;1238;1
31242;2020-02;45140,11306;1334;1334;1
31242;2020-03;38900,50903;1157;1157;1
31242;2020-04;27378,6417;684;684;1
31242;2020-05;36104,89386;935;935;1
31242;2020-06;30602,03244;820;820;1
31242;2020-07;40907,64395;1139;1139;1
31242;2020-08;56056,38102;1543;1543;1
31242;2020-09;70585,06069;1841;1841;1
31242;2020-10;87257,43217;2154;2154;1
31242;2020-11;126736,3265;3405;3405;1
31242;2020-12;100081,3471;2279;2279;1
31242;2021-01;90615,8724;2198;2198;1
31242;2021-02;74670,82637;1823;1823;1
31242;2021-03;63243,38995;1530;1530;1
31242;2021-04;66333,07651;1569;1569;1
31242;2021-05;104806,8797;2399;2399;1
31242;2021-06;103825,7773;2451;2451;1
31244;2019-01;3369,58488;91;93;1
31244;2019-02;9099,581638;351;354;1
31244;2019-03;12327,78911;420;421;1
31244;2019-04;11405,41337;413;417;1
31244;2019-05;13000,47863;449;453;1
31244;2019-06;13889,97714;514;515;1
31244;2019-07;13515,97638;502;505;1
31244;2019-08;13772,07733;508;510;1
31244;2019-09;13954,53574;497;500;1
31244;2019-10;18288,25663;598;603;1
31244;2019-11;14063,63862;496;499;1
31244;2019-12;15243,56951;528;530;1
31244;2020-01;11685,9821;404;408;1
31244;2020-02;13576,67467;467;472;1
31244;2020-03;15178,87219;508;512;1
31244;2020-04;16356,57873;583;586;1
31244;2020-05;14089,99591;514;515;1
31244;2020-06;20123,34059;721;724;1
31244;2020-07;19186,03065;656;659;1
31244;2020-08;18656,92374;634;638;1
31244;2020-09;18509,87307;659;661;1
31244;2020-10;22637,01218;719;723;1
31244;2020-11;18564,79284;664;666;1
31244;2020-12;22329,16772;767;769;1
31244;2021-01;16239,65954;597;599;1
31244;2021-02;18692,85288;654;658;1
31244;2021-03;23837,97149;832;836;1
31244;2021-04;24250,23575;835;838;1
31244;2021-05;25301,29817;910;914;1
31244;2021-06;27697,90228;932;935;1
31247;2019-05;7,717504434;2;2;1
31247;2019-06;1034,815415;34;34;1
31247;2019-07;17106,21261;705;705;1
31247;2019-08;17172,79429;759;759;1
31247;2019-09;16560,69426;693;693;1
31247;2019-10;18110,14345;754;754;1
31247;2019-11;17328,302;732;732;1
31247;2019-12;21904,51275;823;823;1
31247;2020-01;15251,1284;620;620;1
31247;2020-02;12330,97034;510;510;1
31247;2020-03;7783,51822;336;336;1
31247;2020-05;1083,581307;36;36;1
31247;2020-06;3667,307142;117;117;1
31247;2020-07;2769,965235;90;90;1
31247;2020-08;438,5144265;14;14;1
31255;2019-05;8,342266912;0;0;1
31255;2019-06;2626,145624;17;20;1
31255;2019-07;4694,749743;58;59;1
31255;2019-08;3647,378132;43;49;1
31255;2019-09;1588,36762;17;19;1
31255;2019-10;3161,71916;36;41;1
31255;2020-07;199,6582548;2;2;1
31255;2020-08;2707,343689;23;24;1
31255;2020-09;1080,00934;10;10;1
31255;2020-10;2230,177144;14;16;1
31255;2020-11;1244,777454;11;12;1
31255;2020-12;3539,537647;31;33;1
31255;2021-01;4332,556321;34;35;1
31255;2021-02;1311,404359;11;11;1
31255;2021-03;150,1608044;1;2;1
31255;2021-04;72,29964657;1;1;1
31255;2021-05;19,46528946;0;0;1
31256;2019-06;9918,217508;122;122;1
31256;2019-07;17404,08678;140;141;1
31256;2019-08;30345,67668;324;326;1
31256;2019-09;39976,18194;869;873;1
31256;2019-10;45540,90434;969;969;1
31256;2019-11;42502,04248;951;972;1
31256;2019-12;55498,86794;1184;1201;1
31256;2020-01;57776,27254;1344;1347;1
31256;2020-02;56827,99884;1118;1129;1
31256;2020-03;40633,47408;942;942;1
31256;2020-04;16318,82008;258;258;1
31256;2020-05;18391,89841;271;271;1
31256;2020-06;22605,69445;276;276;1
31256;2020-07;24113,05829;296;296;1
31256;2020-08;28604,30557;311;311;1
31256;2020-09;26205,00561;333;336;1
31256;2020-10;27485,14572;388;388;1
31256;2020-11;17999,02922;234;234;1
31256;2020-12;213,0566906;9;9;1
31259;2019-06;27552,54829;1707;1707;1
31259;2019-07;34535,61105;2106;2106;1
31259;2019-08;33538,07527;2131;2131;1
31259;2019-09;32901,90623;2079;2079;1
31259;2019-10;34021,99441;2095;2095;1
31259;2019-11;30657,99723;1854;1854;1
31259;2019-12;27152,36809;1682;1682;1
31259;2020-01;29776,32187;1841;1841;1
31259;2020-02;20218,46905;1261;1261;1
31259;2020-03;10044,07698;604;604;1
31259;2020-07;315,415166;27;27;1
31264;2019-05;283,3054544;12;12;1
31264;2019-06;28924,44837;2043;2043;1
31264;2019-07;31194,46191;2397;2397;1
31264;2019-08;33904,73325;2564;2564;1
31264;2019-09;37195,13787;2831;2831;1
31264;2019-10;40167,97519;3040;3040;1
31264;2019-11;40598,94503;3108;3108;1
31264;2019-12;50056,08043;3494;3494;1
31264;2020-01;40314,85142;3202;3202;1
31264;2020-02;39984,99806;3148;3148;1
31264;2020-03;40869,60899;3369;3369;1
31264;2020-04;38219,99519;3346;3346;1
31264;2020-05;46208,30648;3935;3935;1
31264;2020-06;46979,59214;4058;4058;1
31264;2020-07;50904,03412;4021;4021;1
31264;2020-08;52967,71932;4228;4228;1
31264;2020-09;51555,55012;4134;4134;1
31264;2020-10;53699,61235;4336;4336;1
31264;2020-11;54284,86096;4168;4168;1
31264;2020-12;63612,6915;4556;4556;1
31264;2021-01;53885,8503;4276;4276;1
31264;2021-02;58738,93207;4289;4289;1
31264;2021-03;54378,26584;4686;4686;1
31264;2021-04;59394,23434;4792;4794;1
31264;2021-05;66178,00292;5474;5474;1
31264;2021-06;67595,05563;5457;5457;1
31266;2019-05;177,7898525;4;4;1
31266;2019-06;9469,242143;145;157;1
31266;2019-07;16553,39477;367;371;1
31266;2019-08;22065,22804;435;460;1
31266;2019-09;27422,28752;516;537;1
31266;2019-10;29365,49196;502;545;1
31266;2019-11;27463,79759;491;512;1
31266;2019-12;23841,52259;472;504;1
31266;2020-01;9346,045371;137;153;1
31266;2020-02;3567,23744;48;64;1
31266;2020-07;0;0;0;0
31275;2019-05;171,0148521;0;2;1
31275;2019-06;3442,366647;46;51;1
31275;2019-07;3220,686801;50;54;1
31275;2019-08;3729,533869;58;62;1
31275;2019-09;2151,770191;36;39;1
31275;2019-10;417,6828707;7;9;1
31275;2019-11;3185,926351;52;54;1
31275;2019-12;3996,795814;53;60;1
31275;2020-01;3496,99958;56;62;1
31275;2020-02;4036,278437;60;65;1
31275;2020-03;3501,55779;42;48;1
31275;2020-04;2976,806177;50;56;1
31275;2020-05;5397,051649;78;85;1
31275;2020-06;4116,479976;70;76;1
31275;2020-07;4173,942934;65;72;1
31275;2020-08;5447,224751;73;84;1
31275;2020-09;5021,835554;71;76;1
31275;2020-10;5329,596702;75;79;1
31275;2020-11;4661,573011;68;73;1
31275;2020-12;5639,669748;79;80;1
31275;2021-01;4843,019277;69;72;1
31275;2021-02;5055,448253;75;77;1
31275;2021-03;4008,427447;57;63;1
31275;2021-04;5331,564275;69;72;1
31275;2021-05;3951,967951;65;69;1
31275;2021-06;3288,158144;46;50;1
31276;2019-06;32793,24268;444;475;1
31276;2019-07;14274,80548;193;195;1
31276;2019-08;6589,371352;114;120;1
31280;2019-05;729,8578966;12;12;1
31280;2019-06;18064,77056;297;297;1
31280;2019-07;17704,04223;297;297;1
31280;2019-08;21780,7449;348;348;1
31280;2019-09;17320,73557;293;294;1
31280;2019-10;20179,78323;321;322;1
31280;2019-11;21341,78001;321;321;1
31280;2019-12;21191,60781;367;368;1
31280;2020-01;22156,09139;303;305;1
31280;2020-02;21244,16808;326;326;1
31280;2020-03;10786,97416;152;154;1
31280;2020-04;9317,386911;131;132;1
31280;2020-05;8974,836771;135;135;1
31280;2020-06;9368,172419;145;145;1
31280;2020-07;5376,794864;86;86;1
31280;2020-08;11805,84529;203;203;1
31280;2020-09;3277,534526;53;53;1
31284;2019-05;1767,947252;6;8;1
31284;2019-06;18341,63781;41;84;1
31284;2019-07;32119,02992;63;139;1
31284;2019-08;37269,83087;70;147;1
31284;2019-09;46717,83434;86;162;1
31284;2019-10;56470,88177;94;258;1
31284;2019-11;25406,32002;61;117;1
31284;2019-12;32479,85147;57;114;1
31284;2020-01;47838,18229;72;200;1
31284;2020-02;37020,60362;61;225;1
31284;2020-03;45314,27181;57;239;1
31284;2020-06;5090,265944;4;4;1
31284;2020-07;29313,60816;43;143;1
31284;2020-08;9367,67515;18;80;1
31284;2020-09;8000,194782;14;25;1
31284;2020-10;3232,573387;8;31;1
31284;2021-02;3179,849979;2;2;1
31286;2019-06;1,817439404;1;1;1
31286;2019-07;1254,696554;128;128;1
31286;2019-08;5239,19618;398;398;1
31286;2019-09;4637,678261;324;324;1
31286;2019-11;152,0651549;4;4;1
31286;2019-12;2899,570087;134;134;1
31286;2020-03;1796,766031;67;67;1
31286;2020-04;758,2084577;27;27;1
31286;2020-05;80,53982718;6;6;1
31286;2020-06;41,05595613;3;3;1
31286;2020-07;155,1548019;11;11;1
31286;2020-08;904,9303408;45;45;1
31286;2020-09;61,70206776;2;2;1
31286;2020-10;598,8553708;35;35;1
31286;2020-11;1111,31876;68;68;1
31286;2020-12;412,3133904;20;20;1
31286;2021-01;587,6326825;44;44;1
31286;2021-02;208,1058989;14;14;1
31286;2021-03;231,9234423;13;13;1
31286;2021-04;147,8850443;10;10;1
31286;2021-05;85,17429766;8;8;1
31286;2021-06;118,1608228;12;12;1
31287;2019-05;126,3451508;3;3;1
31287;2019-06;58215,87535;496;521;1
31287;2019-07;56397,57923;527;551;1
31287;2019-08;67500,75272;515;532;1
31287;2019-09;68149,33728;543;566;1
31287;2019-10;67610,34456;562;588;1
31287;2019-11;59624,99538;507;546;1
31287;2019-12;41710,58597;327;346;1
31287;2020-01;55037,62592;400;432;1
31287;2020-02;44987,8689;385;401;1
31287;2020-03;52577,34299;429;460;1
31287;2020-04;41850,1554;302;320;1
31287;2020-05;56496,50724;378;400;1
31287;2020-06;44514,25919;353;380;1
31287;2020-07;68578,03813;462;488;1
31287;2020-08;56959,06954;434;450;1
31287;2020-09;70624,94465;477;510;1
31287;2020-10;72898,745;512;533;1
31287;2020-11;79154,04308;466;492;1
31287;2020-12;61606,97919;435;456;1
31287;2021-01;53722,38009;417;443;1
31287;2021-02;60389,87502;445;464;1
31287;2021-03;65906,579;505;523;1
31287;2021-04;66872,61354;508;538;1
31287;2021-05;72331,05011;510;546;1
31287;2021-06;62893,82973;435;461;1
31291;2019-01;4621,861923;60;60;1
31291;2019-02;12976,06688;161;161;1
31291;2019-03;18962,99211;265;265;1
31291;2019-04;18568,16647;247;248;1
31291;2019-05;20110,77678;252;252;1
31291;2019-06;11296,51252;155;155;1
31291;2019-07;8640,696592;121;121;1
31291;2019-08;8479,396252;119;119;1
31291;2019-09;10720,88093;161;161;1
31291;2019-10;9212,376282;143;143;1
31291;2019-11;11339,59912;164;164;1
31291;2019-12;12883,4444;172;172;1
31291;2020-01;9172,713276;125;125;1
31291;2020-02;2848,998981;37;37;1
31291;2020-03;271,0065256;8;8;1
31291;2020-09;48,02647289;1;1;1
31291;2020-10;923,1374182;14;14;1
31291;2020-11;2545,746109;36;36;1
31291;2020-12;854,2537342;16;16;1
31293;2019-06;1772,075971;4;7;1
31293;2019-07;4955,840051;7;13;1
31293;2019-08;2747,796154;6;8;1
31293;2019-09;4499,778889;7;15;1
31293;2019-10;5236,776677;11;18;1
31293;2019-11;2211,214573;5;6;1
31293;2019-12;2862,087957;7;9;1
31293;2020-01;2332,658831;7;8;1
31293;2020-02;2193,296568;6;7;1
31293;2020-03;1850,421159;4;4;1
31293;2020-04;1740,922238;4;6;1
31293;2020-05;1389,198431;4;6;1
31293;2020-06;3809,603872;7;10;1
31293;2020-07;3558,965635;10;11;1
31293;2020-08;2074,949249;7;9;1
31293;2020-09;2769,548465;8;11;1
31293;2020-10;3354,833101;6;9;1
31293;2020-11;1229,005566;3;4;1
31293;2020-12;2761,621775;6;10;1
31293;2021-01;2014,116515;5;7;1
31293;2021-02;3161,458744;8;11;1
31293;2021-03;2333,027514;6;7;1
31293;2021-04;1776,684512;6;7;1
31293;2021-05;2209,149947;4;6;1
31293;2021-06;1406,15786;5;6;1
31299;2019-06;11512,60814;279;279;1
31299;2019-07;10092,83149;234;234;1
31299;2019-08;10916,41729;276;276;1
31299;2019-09;30773,98916;765;765;1
31299;2019-10;29516,30167;704;704;1
31299;2019-11;242,3599398;6;6;1
31299;2019-12;170,8199576;6;6;1
31300;2019-01;1001,850597;48;48;1
31300;2019-02;3732,105993;183;183;1
31300;2019-03;2005,73219;123;123;1
31300;2019-04;1960,370225;132;132;1
31300;2019-05;2181,206531;170;170;1
31300;2019-06;2249,938729;139;139;1
31300;2019-07;1551,349774;93;93;1
31300;2019-08;1856,20129;129;129;1
31300;2019-09;1554,603043;103;103;1
31300;2019-10;1264,547467;89;89;1
31300;2019-11;1375,195371;91;91;1
31300;2019-12;1746,279398;112;112;1
31300;2020-01;1180,954998;79;79;1
31300;2020-02;1703,646871;115;115;1
31300;2020-03;1120,264072;74;74;1
31301;2019-05;1022,404201;18;20;1
31301;2019-06;61406,01761;1122;1201;1
31301;2019-07;77892,09592;1301;1386;1
31301;2019-08;69900,70692;1237;1322;1
31301;2019-09;65427,44083;1072;1154;1
31301;2019-10;100322,9064;1475;1612;1
31301;2019-11;75655,86255;1417;1515;1
31301;2019-12;103311,3508;1674;1804;1
31301;2020-01;96371,22545;1455;1587;1
31301;2020-02;68465,6774;1222;1297;1
31301;2020-03;85347,57826;1157;1257;1
31301;2020-04;57515,91909;1196;1259;1
31301;2020-05;64810,13484;1276;1356;1
31301;2020-06;60696,00498;1224;1304;1
31301;2020-07;77598,05584;1489;1579;1
31301;2020-08;85691,22731;1460;1577;1
31301;2020-09;83598,39197;1492;1575;1
31301;2020-10;93588,67736;1410;1509;1
31301;2020-11;99735,87533;1449;1560;1
31301;2020-12;108952,2842;1810;1893;1
31301;2021-01;100327,3027;1417;1494;1
31301;2021-02;81800,97891;1217;1322;1
31301;2021-03;78818,27972;1324;1414;1
31301;2021-04;72788,10161;1164;1284;1
31301;2021-05;80379,47154;1154;1254;1
31301;2021-06;75068,03217;1232;1282;1
31303;2019-01;734,6685757;7;9;1
31303;2019-02;513,40179;6;7;1
31303;2019-03;754,0217734;7;8;1
31303;2019-04;98,58170452;1;1;1
31303;2019-05;1043,592787;9;12;1
31303;2019-06;1218,104059;11;13;1
31303;2019-07;1140,564002;9;12;1
31303;2019-08;738,3366547;8;11;1
31303;2019-09;988,3857;14;16;1
31303;2019-10;1041,557853;10;12;1
31303;2019-11;509,4858408;7;8;1
31303;2019-12;700,9182513;6;7;1
31303;2020-01;611,0133359;7;8;1
31303;2020-02;589,6771767;6;7;1
31303;2020-03;511,6886871;4;6;1
31303;2020-04;601,372385;6;7;1
31303;2020-05;1728,807263;15;18;1
31303;2020-06;1721,693655;15;18;1
31303;2020-07;775,1820248;7;10;1
31303;2020-08;1848,150761;15;19;1
31303;2020-09;1594,641527;13;16;1
31303;2020-10;1456,670452;14;16;1
31303;2020-11;718,0459479;8;9;1
31303;2020-12;1077,806869;10;11;1
31303;2021-01;890,1684713;8;10;1
31303;2021-02;855,7464986;10;11;1
31303;2021-03;368,4770227;3;4;1
31303;2021-04;2237,442216;19;22;1
31303;2021-05;2901,813607;23;27;1
31303;2021-06;2924,043299;21;25;1
31306;2019-07;230,3707208;21;21;1
31307;2019-01;5110,10146;87;87;1
31307;2019-02;14686,26675;251;251;1
31307;2019-03;22885,74575;352;352;1
31307;2019-04;17430,13841;283;283;1
31307;2019-05;22662,56232;342;342;1
31307;2019-06;19645,60727;352;352;1
31307;2019-07;17186,0883;283;283;1
31307;2019-08;11203,87868;236;236;1
31307;2019-09;11191,85382;191;191;1
31307;2019-10;11069,57959;186;186;1
31307;2019-11;14451,13884;243;243;1
31307;2019-12;12936,21483;217;217;1
31307;2020-01;11489,13163;214;214;1
31307;2020-02;7126,790298;141;141;1
31310;2019-06;26524,92586;364;370;1
31310;2019-07;30618,01456;475;479;1
31310;2019-08;17426,98498;250;253;1
31310;2019-09;2199,840928;13;13;1
