IDCLIENTE;NOMEFANTASIA;FLSITUACAO;SGUF;IDSEGMENTACAO;IDMOEDA;
30909;Montenegro Comercial Ltda.;HABILITADO;SC;5256;5758;
30910;Ortega e Teles;HABILITADO;SP;5256;5758;
30912;Leal e Aragão;HABILITADO;SP;4478;5758;
30914;Casanova e Cruz;HABILITADO;SC;3298;5758;
30922;Martines-Ortega;HABILITADO;SC;4474;5758;
30923;Santana Comercial Ltda.;HABILITADO;SC;9122;5758;
30924;Saraiva-Tamoio;HABILITADO;SP;7183;5758;
30931;Lutero e Quintana Ltda.;HABILITADO;SP;2319;5758;
30939;Burgos e Marques Ltda.;HABILITADO;SC;5256;5758;
30940;D'ávila Ltda.;HABILITADO;SC;5919;5758;
30943;Ramos Comercial Ltda.;HABILITADO;SP;5256;5758;
30945;Lovato Comercial Ltda.;HABILITADO;SP;2736;5758;
30953;da Silva e Padilha Ltda.;HABILITADO;SP;2736;5758;
30957;Aguiar-Fidalgo;HABILITADO;SC;7788;5758;
30960;da Silva e Associados;HABILITADO;SC;4478;5758;
30972;Aranda e Estrada;HABILITADO;SP;5256;5758;
30976;Torres-das Neves;HABILITADO;SP;3897;5758;
30978;Campos Comercial Ltda.;HABILITADO;SP;5256;5758;
30985;Barreto e Barros;HABILITADO;RJ;5256;5758;
30992;Bittencourt e Pontes Ltda.;HABILITADO;SP;2736;5758;
30998;Beltrão e Godói;HABILITADO;SC;7981;5758;
31001;Cortês Comercial Ltda.;HABILITADO;RJ;5256;5758;
31009;Santiago e Filhos;HABILITADO;SC;9470;5758;
31010;Roque-Padrão;HABILITADO;SC;4478;5758;
31011;Maia e Rivera Ltda.;HABILITADO;SP;8211;5758;
31012;Gusmão-Burgos;HABILITADO;SC;8211;5758;
31018;Ferreira Comercial Ltda.;HABILITADO;PR;5256;5758;
31019;Fonseca e Verdara e Associados;HABILITADO;PR;9122;5758;
31025;Toledo e Carmona e Associados;HABILITADO;GO;2736;5758;
31028;Pena e Brito e Associados;HABILITADO;SP;3809;5758;
31029;Bittencourt e Associados;HABILITADO;PR;8007;5758;
31033;Rivera-Solano;HABILITADO;SC;4478;5758;
31036;Soares S.A.;HABILITADO;SP;5919;5758;
31037;Matos e Carrara Ltda.;HABILITADO;PR;8211;5758;
31038;Maldonado e Associados;HABILITADO;MG;9470;5758;
31040;Rocha e Marin;HABILITADO;SP;7981;5758;
31044;Marinho-de Souza;HABILITADO;SP;3809;5758;
31045;Teles e Associados;HABILITADO;SP;5256;5758;
31056;Ortiz-Lozano;HABILITADO;RJ;4478;5758;
31058;Reis Comercial Ltda.;HABILITADO;MG;5256;5758;
31059;Maldonado S.A.;HABILITADO;PR;2736;5758;
31065;Santiago e Escobar e Filhos;HABILITADO;SP;4478;5758;
31077;Galvão Comercial Ltda.;HABILITADO;SP;7788;5758;
31086;Godói e Maia S.A.;HABILITADO;RJ;9470;5758;
31092;Ferraz e Camacho;HABILITADO;MG;2736;5758;
31095;Bezerra-Carmona;HABILITADO;MG;5256;5758;
31101;Ferminiano e Burgos;HABILITADO;SC;1107;5758;
31102;Duarte Comercial Ltda.;HABILITADO;SC;3897;5758;
31108;Pedrosa e Cruz S.A.;HABILITADO;SP;5256;5758;
31109;da Silva e Madeira S.A.;HABILITADO;SP;5256;5758;
31116;Padrão e Valência;HABILITADO;MG;1107;5758;
31134;Serna-Torres;HABILITADO;SC;5256;5758;
31137;Galhardo Ltda.;HABILITADO;PR;7788;5758;
31142;Prado e Sales S.A.;HABILITADO;SP;1107;5758;
31145;Sandoval e Fontes e Filhos;HABILITADO;SP;1107;5758;
31147;Domingues e Maia S.A.;HABILITADO;SC;8211;5758;
31149;Mendes-Romero;HABILITADO;RS;7788;5758;
31157;Marinho e Azevedo;HABILITADO;PB;5256;5758;
31159;Flores Ltda.;HABILITADO;SP;7736;5758;
31162;Aguiar e Ávila;HABILITADO;SP;4474;5758;
31163;da Silva e Torres;HABILITADO;RJ;7183;5758;
31168;Valdez e Filhos;HABILITADO;SC;2736;5758;
31169;Escobar Comercial Ltda.;HABILITADO;SP;4474;5758;
31172;da Cruz-Perez;HABILITADO;SP;1107;5758;
31179;das Neves e Benites;HABILITADO;SP;1639;5758;
31185;Ávila e Rico e Associados;HABILITADO;SP;1639;5758;
31191;Camacho Ltda.;HABILITADO;SP;5919;5758;
31193;Sanches Comercial Ltda.;HABILITADO;SC;5919;5758;
31199;Prado-Valdez;HABILITADO;PR;5919;5758;
31215;Flores e Ramos e Filhos;HABILITADO;SP;5256;5758;
31219;Zambrano e Filhos;HABILITADO;SP;5256;5758;
31222;Valdez e Padilha Ltda.;HABILITADO;SP;7183;5758;
31224;Cruz e Cortês;HABILITADO;PR;5587;5758;
31232;Maia-Bonilha;HABILITADO;SP;4474;5758;
31238;Meireles e Galhardo e Filhos;HABILITADO;MG;5256;5758;
31240;Queirós Comercial Ltda.;HABILITADO;RJ;3809;5758;
31242;Estrada e Assunção;HABILITADO;SP;5256;5758;
31244;Faro-Teles;HABILITADO;PE;5256;5758;
31247;Gil-Aranda;HABILITADO;RJ;5256;5758;
31255;Marés e Serra;HABILITADO;SP;4474;5758;
31256;Matos-Salas;HABILITADO;SP;5256;5758;
31259;Domingues e Brito e Filhos;HABILITADO;SP;5256;5758;
31264;Rosa-Matos;HABILITADO;RJ;5256;5758;
31266;Rico e Rocha e Associados;HABILITADO;SP;1107;5758;
31275;Vila Ltda.;HABILITADO;SP;5919;5758;
31276;Pedrosa Comercial Ltda.;HABILITADO;SP;4478;5758;
31280;Rangel e Gonçalves;HABILITADO;RJ;2319;5758;
31284;Galindo e Teles;HABILITADO;SP;5587;5758;
31286;Gusmão Comercial Ltda.;HABILITADO;MG;2736;5758;
31287;Brito Comercial Ltda.;HABILITADO;RJ;2319;5758;
31291;Ferreira-Mascarenhas;HABILITADO;PB;5256;5758;
31293;Neves Comercial Ltda.;HABILITADO;MG;3809;5758;
31299;Estrada Ltda.;HABILITADO;SC;5256;5758;
31300;Marin Comercial Ltda.;HABILITADO;MG;5256;5758;
31301;Fonseca e Rico e Associados;HABILITADO;MG;5919;5758;
31303;Quintana S.A.;HABILITADO;SP;3897;5758;
31306;Pontes e Feliciano;HABILITADO;PR;2736;5758;
31307;Zamana e Associados;HABILITADO;SP;5256;5758;
31310;Queirós-Quintana;HABILITADO;GO;5919;5758;
31312;Escobar Ltda.;HABILITADO;SC;2736;5758;
31315;Bonilha e Leal;HABILITADO;MS;4478;5758;
31316;Delvalle-Reis;HABILITADO;GO;7183;5758;
31335;Molina Comercial Ltda.;HABILITADO;GO;2736;5758;
31336;Gomes Comercial Ltda.;HABILITADO;MG;5256;5758;
31340;Paz Comercial Ltda.;HABILITADO;SC;5256;5758;
31349;Assunção e Filhos;HABILITADO;MT;5256;5758;
31350;Maia Ltda.;HABILITADO;SP;2736;5758;
31358;Garcia Comercial Ltda.;HABILITADO;PR;5256;5758;
31363;Galhardo e Carmona S.A.;HABILITADO;MG;3809;5758;
31364;Santana e Mendonça Ltda.;HABILITADO;SP;7230;5758;
31365;Vila-Barros;HABILITADO;SC;4478;5758;
31368;Camacho e Abreu e Filhos;HABILITADO;SP;4478;5758;
31377;Maldonado Comercial Ltda.;HABILITADO;SP;4478;5758;
31378;Escobar Comercial Ltda.;HABILITADO;SP;7230;5758;
31383;Furtado Ltda.;HABILITADO;SP;2319;5758;
31384;Rivera Comercial Ltda.;HABILITADO;SP;9122;5758;
31388;Esteves e Lozano;HABILITADO;SP;5256;5758;
31389;Fidalgo e Saraiva;HABILITADO;SP;5919;5758;
31394;Garcia Comercial Ltda.;HABILITADO;SP;5256;5758;
31397;Feliciano Comercial Ltda.;HABILITADO;SP;2736;5758;
31398;Santacruz e Associados;HABILITADO;SP;2736;5758;
31399;Zambrano-Zamana;HABILITADO;SP;3298;5758;
31403;Sales-Valdez;HABILITADO;SP;8211;5758;
31406;Furtado-Perez;HABILITADO;SP;8211;5758;
31408;Madeira-D'ávila;HABILITADO;SP;5919;5758;
31409;Gil Ltda.;HABILITADO;SP;5256;5758;
31417;Molina-Aragão;HABILITADO;SP;4478;5758;
31419;Salas e Rodrigues;HABILITADO;SP;4478;5758;
31431;Valentin-Soares;HABILITADO;SP;5919;5758;
31432;Quintana-Flores;HABILITADO;SP;8211;5758;
31437;Fernandes e Teles Ltda.;HABILITADO;SP;5919;5758;
31443;Perez S.A.;HABILITADO;SC;3809;5758;
31445;Pereira-Batista;HABILITADO;SC;3809;5758;
31446;Bonilha Comercial Ltda.;HABILITADO;PR;2736;5758;
31458;de Aguiar Comercial Ltda.;HABILITADO;SP;7736;5758;
31462;Galhardo S.A.;HABILITADO;SP;5256;5758;
31465;Fidalgo e Assunção;HABILITADO;SP;1107;5758;
31469;Queirós-Sandoval;HABILITADO;SP;5919;5758;
31594;Soares-Valência;HABILITADO;RJ;5256;5758;
31640;Reis e Rodrigues;HABILITADO;MA;5256;5758;
3171;Gusmão Comercial Ltda.;HABILITADO;SP;4963;5758;
3191;Galindo e Filhos;HABILITADO;SP;1548;5758;
31958;Marinho e Filhos;HABILITADO;SP;2319;5758;
31959;Urias e Barros e Associados;HABILITADO;SP;4478;5758;
31961;Guerra Ltda.;HABILITADO;MG;3809;5758;
31968;Salgado e Associados;HABILITADO;SP;3809;5758;
31990;Grego e Salazar;HABILITADO;INT;5256;9909;
31993;Lovato-Valentin;HABILITADO;INT;5256;9909;
31997;Batista e Escobar e Filhos;HABILITADO;INT;5256;9909;
32001;Lutero-Benites;HABILITADO;INT;5919;9909;
32005;Aguiar e Gusmão e Filhos;HABILITADO;INT;5083;9909;
32012;Fontes e Balestero Ltda.;HABILITADO;INT;4474;9909;
32013;Sandoval Comercial Ltda.;HABILITADO;INT;5256;9909;
32014;Dominato e Santana;HABILITADO;INT;3298;9909;
32015;Sandoval e Fontes;HABILITADO;INT;5256;9909;
32042;Gomes Comercial Ltda.;HABILITADO;INT;1107;9909;
32043;Montenegro e Santana;HABILITADO;INT;3809;9909;
32050;Valdez-Batista;HABILITADO;INT;3809;9909;
32053;Romero e Abreu;HABILITADO;INT;5256;9909;
32058;Toledo e Paes Ltda.;HABILITADO;INT;3809;9909;
32064;Meireles-Azevedo;HABILITADO;INT;5256;9909;
32068;Rosa Comercial Ltda.;HABILITADO;INT;2736;9909;
32071;Colaço e Barreto S.A.;HABILITADO;INT;4478;9909;
32073;Zambrano e Lozano e Filhos;HABILITADO;INT;5919;9909;
32074;Teles e Santiago Ltda.;HABILITADO;INT;1401;9909;
32075;Espinoza e Filhos;HABILITADO;INT;8211;9909;
32080;de Aguiar-Cervantes;HABILITADO;INT;1107;9909;
32081;Pontes e Mascarenhas S.A.;HABILITADO;INT;7736;9909;
32082;Vieira Comercial Ltda.;HABILITADO;INT;1269;9909;
32083;Ferminiano S.A.;HABILITADO;INT;5256;9909;
32088;Valentin e Aranda;HABILITADO;INT;2319;9909;
32092;Balestero e Rico e Filhos;HABILITADO;INT;5256;9909;
32096;Saraiva-Salgado;HABILITADO;INT;1639;9909;
32101;Mascarenhas e Bonilha;HABILITADO;INT;4478;9909;
32103;Ortega Ltda.;HABILITADO;INT;2736;9909;
32111;Azevedo-Medina;HABILITADO;INT;8007;9909;
32114;Delatorre-Montenegro;HABILITADO;INT;5256;9909;
32115;Santana e Filhos;HABILITADO;INT;7981;9909;
32116;Pena-Queirós;HABILITADO;INT;3298;9909;
32119;Mendonça-Romero;HABILITADO;INT;3809;9909;
32122;Rivera Comercial Ltda.;HABILITADO;INT;5919;9909;
32127;Matias Comercial Ltda.;HABILITADO;INT;5919;9909;
32128;Maldonado Comercial Ltda.;HABILITADO;INT;2319;9909;
32132;Lozano e Benites;HABILITADO;INT;5256;9909;
32137;Carrara e Branco;HABILITADO;INT;3897;9909;
32146;Fontes-Flores;HABILITADO;INT;9122;9909;
32154;Faria e Queirós Ltda.;HABILITADO;INT;2736;9909;
32155;Serra Ltda.;HABILITADO;INT;1107;9909;
32157;Bonilha Comercial Ltda.;HABILITADO;INT;5256;9909;
32158;Uchoa Comercial Ltda.;HABILITADO;INT;5919;9909;
32160;Neves e Filhos;HABILITADO;INT;5226;9909;
32167;Burgos-Correia;HABILITADO;INT;7183;9909;
32170;Marinho e Toledo;HABILITADO;INT;8211;9909;
32173;Aguiar e Serrano;HABILITADO;INT;5256;9909;
32176;Assunção e Filhos;HABILITADO;INT;3809;9909;
32178;Bonilha e Delatorre e Filhos;HABILITADO;INT;5256;9909;
32180;Mendonça e Marés S.A.;HABILITADO;INT;9122;9909;
32183;Molina e Vieira;HABILITADO;INT;2736;9909;
32184;Toledo e Pedrosa;HABILITADO;INT;3809;9909;
32187;Quintana e Beltrão e Filhos;HABILITADO;INT;4474;9909;
32189;Flores e Oliveira Ltda.;HABILITADO;INT;3809;9909;
32195;Rico e Lutero;HABILITADO;INT;5919;9909;
32221;Esteves e Toledo Ltda.;HABILITADO;INT;2319;9909;
32228;Ferreira e Lovato S.A.;HABILITADO;INT;2736;9909;
32230;da Silva Comercial Ltda.;HABILITADO;INT;4478;9909;
32231;Aranda-Ferminiano;HABILITADO;INT;5256;9909;
32238;Vega Comercial Ltda.;HABILITADO;INT;4474;9909;
32241;Beltrão e Verdara e Filhos;HABILITADO;INT;4474;9909;
32244;Salazar Ltda.;HABILITADO;INT;1107;9909;
32247;Delgado-Benites;HABILITADO;INT;1107;9909;
32250;Pacheco e Santana Ltda.;HABILITADO;INT;7981;9909;
32253;Medina-Marinho;HABILITADO;INT;1639;9909;
32254;Vale e Carmona;HABILITADO;INT;2319;9909;
32257;Lira e de Souza;HABILITADO;INT;3809;9909;
32270;Pena S.A.;HABILITADO;INT;5256;9909;
32272;Ortiz Comercial Ltda.;HABILITADO;INT;3897;9909;
32280;Salgado e Associados;HABILITADO;INT;3809;9909;
32286;Ferminiano e Rodrigues;HABILITADO;INT;2736;9909;
32287;Gusmão e Filhos;HABILITADO;INT;7736;9909;
32290;Marinho e Ferreira;HABILITADO;INT;5256;9909;
32291;das Neves Comercial Ltda.;HABILITADO;INT;3897;9909;
32299;Feliciano Ltda.;HABILITADO;INT;2319;9909;
323;Santacruz e Associados;HABILITADO;INT;9417;9909;
32300;Verdugo e Associados;HABILITADO;INT;5256;9909;
32303;das Neves e Santacruz S.A.;HABILITADO;INT;5256;9909;
32306;Fontes e Santacruz;HABILITADO;INT;5083;9909;
32314;Medina Comercial Ltda.;HABILITADO;INT;2736;9909;
32324;da Rosa Comercial Ltda.;HABILITADO;INT;5256;9909;
32328;Faria-Bittencourt;HABILITADO;INT;5256;9909;
32338;Delatorre e Associados;HABILITADO;INT;3809;9909;
32339;das Dores e Padilha;HABILITADO;INT;3298;9909;
32344;Santana e Bonilha e Filhos;HABILITADO;INT;9122;9909;
32346;Bonilha-Matos;HABILITADO;INT;4474;9909;
32347;Cruz e Filhos;HABILITADO;INT;5919;9909;
32352;Lira e Filhos;HABILITADO;INT;2736;9909;
32353;Cortês Comercial Ltda.;HABILITADO;INT;5919;9909;
32354;Martines e Leal Ltda.;HABILITADO;INT;4474;9909;
32355;Fernandes Comercial Ltda.;HABILITADO;INT;2319;9909;
32358;Sanches-Delgado;HABILITADO;INT;5256;9909;
32359;Ávila e Rocha e Filhos;HABILITADO;INT;4478;9909;
32360;Rezende e Filhos;HABILITADO;INT;4474;9909;
32366;Cordeiro e Fontes e Associados;HABILITADO;INT;5587;9909;
32367;Rosa Comercial Ltda.;HABILITADO;INT;7736;9909;
32373;Delatorre-Leal;HABILITADO;INT;1107;9909;
32374;Sandoval e Ferraz;HABILITADO;INT;5256;9909;
32380;Sepúlveda S.A.;HABILITADO;INT;7981;9909;
32381;Galhardo e Casanova;HABILITADO;INT;2319;9909;
32384;Salas-Serra;HABILITADO;INT;9122;9909;
32390;Gusmão S.A.;HABILITADO;INT;5256;9909;
32391;Sepúlveda-Campos;HABILITADO;INT;8211;9909;
32394;Chaves-Pacheco;HABILITADO;INT;8211;9909;
32396;Gusmão e Medina;HABILITADO;INT;4478;9909;
32397;Bonilha e Filhos;HABILITADO;INT;3809;9909;
32398;Chaves e Rodrigues;HABILITADO;INT;5919;9909;
32399;Torres e Corona;HABILITADO;INT;1107;9909;
32407;Benites-Solano;HABILITADO;INT;5256;9909;
32408;Matos e Filhos;HABILITADO;INT;9470;9909;
32411;da Cruz Comercial Ltda.;HABILITADO;INT;2324;9909;
32415;Sandoval Comercial Ltda.;HABILITADO;INT;4478;9909;
32417;Vila Comercial Ltda.;HABILITADO;INT;4478;9909;
32425;Paes e Abreu;HABILITADO;INT;3809;9909;
32428;Delgado Ltda.;HABILITADO;INT;9122;9909;
32429;Gil e Ortiz e Associados;HABILITADO;INT;5256;9909;
32430;Sales-Aranda;HABILITADO;INT;3809;9909;
32431;Feliciano e Aranda;HABILITADO;INT;1107;9909;
32432;Sandoval Comercial Ltda.;HABILITADO;INT;5256;9909;
32442;das Neves-Padilha;HABILITADO;INT;1235;9909;
32445;Aguiar Comercial Ltda.;HABILITADO;INT;7230;9909;
32450;Bittencourt e Matos Ltda.;HABILITADO;INT;2319;9909;
32451;Maldonado Comercial Ltda.;HABILITADO;INT;8211;9909;
32452;da Cruz e Caldeira;HABILITADO;INT;4478;9909;
32453;Cervantes e Paz;HABILITADO;INT;3809;9909;
32459;Rocha Comercial Ltda.;HABILITADO;INT;2319;9909;
32461;Faria e Santiago e Associados;HABILITADO;INT;1107;9909;
32464;Gonçalves Comercial Ltda.;HABILITADO;INT;2319;9909;
32466;Colaço e Cordeiro;HABILITADO;INT;4478;9909;
32471;Duarte e Filhos;HABILITADO;INT;5256;9909;
32473;Padilha-Rico;HABILITADO;INT;1639;9909;
32475;Delvalle e Gusmão;HABILITADO;INT;4478;9909;
3251;Saraiva e Lozano e Associados;HABILITADO;INT;1548;9909;
3254;Leal-Salas;HABILITADO;INT;8579;9909;
3316;Correia S.A.;HABILITADO;INT;8211;9909;
3318;Tamoio e Padrão e Associados;HABILITADO;INT;2324;9909;
3335;Leal Ltda.;HABILITADO;INT;2319;9909;
3394;Zambrano Comercial Ltda.;HABILITADO;INT;1269;9909;
3414;Matos e Filhos;HABILITADO;INT;2319;9909;
3415;Bezerra e Padilha Ltda.;HABILITADO;INT;5587;9909;
345;Esteves e Associados;HABILITADO;INT;9417;9909;
3495;Bonilha S.A.;HABILITADO;INT;1107;9909;
3534;Aranda Comercial Ltda.;HABILITADO;INT;8579;9909;
3554;Camacho-Uchoa;HABILITADO;INT;7230;9909;
363;Rico e Ortiz Ltda.;HABILITADO;INT;2438;9909;
3654;Pacheco Comercial Ltda.;HABILITADO;INT;5930;9909;
3674;Tamoio e Vale e Associados;HABILITADO;INT;1548;9909;
3795;Jimenes e Feliciano e Filhos;HABILITADO;INT;5587;9909;
3814;Queirós e Marques;HABILITADO;INT;7981;9909;
384;Galvão e Filhos;HABILITADO;INT;9274;9909;
3877;Delvalle-Abreu;HABILITADO;INT;4478;9909;
3896;Sales e Filhos;HABILITADO;INT;4478;9909;
3897;Serra-Ortega;HABILITADO;INT;1548;9909;
3899;Serra e Ávila e Associados;HABILITADO;INT;4478;9909;
3900;Camacho e Urias e Filhos;HABILITADO;INT;1107;9909;
3901;Medina-Galindo;HABILITADO;INT;2324;9909;
3921;Madeira Comercial Ltda.;HABILITADO;INT;5919;9909;
3938;Beltrão-Vasques;HABILITADO;INT;8007;9909;
3998;Neves-Bezerra;HABILITADO;INT;5587;9909;
4000;Delvalle e Balestero e Filhos;HABILITADO;INT;2319;9909;
4003;Campos e Associados;HABILITADO;INT;8579;9909;
4018;Vasques e Quintana;HABILITADO;INT;4129;9909;
4038;Ferminiano-Uchoa;HABILITADO;INT;1107;9909;
4058;Balestero Comercial Ltda.;HABILITADO;INT;5256;9909;
4079;da Cruz-Verdugo;HABILITADO;INT;7230;9909;
4084;Romero e Filhos;HABILITADO;INT;4129;9909;
4086;Serrano e Barros e Filhos;HABILITADO;INT;4478;9909;
4092;Camacho e Assunção;HABILITADO;INT;1235;9909;
4093;Salazar-Quintana;HABILITADO;INT;4478;9909;
4130;Batista-Pontes;HABILITADO;INT;5919;9909;
4136;Carrara-Serna;HABILITADO;INT;7788;9909;
4150;Campos Comercial Ltda.;HABILITADO;INT;7230;9909;
4171;Santacruz Comercial Ltda.;HABILITADO;INT;5256;9909;
4172;Santacruz Comercial Ltda.;HABILITADO;INT;2736;9909;
4175;Lozano e Matias Ltda.;HABILITADO;INT;8211;9909;
42;Gusmão-Pena;HABILITADO;INT;2319;9909;
4212;Serra Comercial Ltda.;HABILITADO;INT;5256;9909;
4213;Valentin e Marques;HABILITADO;INT;5587;9909;
423;Feliciano e Carmona;HABILITADO;INT;1107;9909;
4232;Sandoval e Escobar;HABILITADO;INT;6340;9909;
4272;Serra e Chaves e Filhos;HABILITADO;INT;4478;9909;
4312;Sanches e Garcia;HABILITADO;INT;2543;9909;
4376;Ávila e Ramos e Filhos;HABILITADO;INT;1107;9909;
4412;Carmona e Ramires S.A.;HABILITADO;INT;3809;9909;
443;Corona e Filhos;HABILITADO;INT;5587;9909;
4438;Medina-Montenegro;HABILITADO;INT;4129;9909;
4452;Vieira Comercial Ltda.;HABILITADO;INT;3298;9909;
4492;Fidalgo Comercial Ltda.;HABILITADO;INT;5256;9909;
4493;Solano Ltda.;HABILITADO;INT;3298;9909;
4512;Teles S.A.;HABILITADO;INT;4963;9909;
4533;Barros Ltda.;HABILITADO;INT;4478;9909;
4553;Barros e Camacho S.A.;HABILITADO;INT;1639;9987;
4593;Ferreira Comercial Ltda.;HABILITADO;INT;5256;9987;
4598;Batista e Serrano;HABILITADO;INT;2319;9987;
4612;Grego Comercial Ltda.;HABILITADO;INT;9417;9987;
4638;Paes e Escobar e Associados;HABILITADO;INT;8007;9987;
4655;Madeira S.A.;HABILITADO;INT;7183;9987;
4700;Marin-Garcia;HABILITADO;INT;4474;9987;
4701;Garcia e Bezerra Ltda.;HABILITADO;INT;1639;9987;
4715;Colaço-Bittencourt;HABILITADO;INT;5919;9987;
4728;Marés Comercial Ltda.;HABILITADO;INT;5919;9987;
4729;Roque e Filhos;HABILITADO;INT;4478;9987;
4736;Quintana-Ramos;HABILITADO;INT;7788;9987;
4737;Perez Comercial Ltda.;HABILITADO;INT;4129;9987;
4763;Valência Comercial Ltda.;HABILITADO;INT;1107;9987;
4764;Ávila e Sales Ltda.;HABILITADO;INT;4474;9987;
4767;Furtado Comercial Ltda.;HABILITADO;INT;8211;9987;
4823;Matos Comercial Ltda.;HABILITADO;INT;5587;9987;
4832;Queirós-Serrano;HABILITADO;INT;9795;9987;
4834;Bittencourt e Fernandes S.A.;HABILITADO;INT;2736;9987;
4838;Padrão e Filhos;HABILITADO;INT;5256;9987;
4872;Rivera e Batista Ltda.;HABILITADO;INT;2319;9987;
4876;Barreto-Tamoio;HABILITADO;INT;1548;9987;
4936;Zaragoça e Filhos;HABILITADO;INT;8579;9987;
4971;de Souza-Zambrano;HABILITADO;INT;4478;9987;
4985;Soto Comercial Ltda.;HABILITADO;INT;5256;9987;
5029;Rangel Ltda.;HABILITADO;INT;5256;9987;
5079;Aguiar Comercial Ltda.;HABILITADO;INT;2736;9987;
5083;Leal Ltda.;HABILITADO;INT;4474;9987;
5098;Bonilha e Associados;HABILITADO;INT;4474;9987;
5107;Dias e Verdugo;HABILITADO;INT;3809;9987;
5123;Espinoza e Queirós;HABILITADO;INT;2319;9987;
5126;Lovato e Galindo Ltda.;HABILITADO;INT;7981;9987;
5137;Faro Comercial Ltda.;HABILITADO;INT;5256;9987;
5140;Dominato Comercial Ltda.;HABILITADO;INT;1107;9987;
5149;Valdez e Rivera Ltda.;HABILITADO;INT;1639;9987;
5161;Faro e Aguiar;HABILITADO;INT;5919;9987;
5181;Fidalgo e Perez;HABILITADO;INT;8007;9987;
5189;Estrada e da Cruz Ltda.;HABILITADO;INT;8211;9987;
5195;de Souza S.A.;HABILITADO;INT;7788;9987;
5221;Assunção e Filhos;HABILITADO;INT;7183;9987;
5222;Valentin Comercial Ltda.;HABILITADO;INT;1269;9987;
5242;Zaragoça e Rosa;HABILITADO;INT;5919;9987;
5264;Carmona e Gil;HABILITADO;INT;5226;9987;
5265;Caldeira Comercial Ltda.;HABILITADO;INT;5256;9987;
5267;Mendonça e Reis;HABILITADO;INT;2736;9987;
5269;Quintana Comercial Ltda.;HABILITADO;INT;1107;9987;
5283;Rico Comercial Ltda.;HABILITADO;INT;3809;9987;
5284;Santana Comercial Ltda.;HABILITADO;INT;2736;9987;
5305;Serra Comercial Ltda.;HABILITADO;INT;5256;9987;
5306;da Silva e Ferraz e Associados;HABILITADO;INT;5256;9987;
5332;Cordeiro-Vasques;HABILITADO;INT;5256;9987;
5363;Cruz-Bezerra;HABILITADO;INT;8211;9987;
5366;Quintana Ltda.;HABILITADO;INT;5256;9987;
5372;Oliveira Comercial Ltda.;HABILITADO;INT;4478;9987;
5402;Quintana Comercial Ltda.;HABILITADO;INT;8211;9987;
5422;da Cruz Comercial Ltda.;HABILITADO;INT;7788;9987;
544;Sanches e Esteves;HABILITADO;INT;4478;9987;
5454;Branco Ltda.;HABILITADO;INT;1548;9987;
5455;Serra e Bonilha;HABILITADO;INT;7788;9987;
5456;Santacruz Comercial Ltda.;HABILITADO;INT;2319;9987;
5458;Molina Comercial Ltda.;HABILITADO;INT;2319;9987;
5459;Verdugo e Torres Ltda.;HABILITADO;INT;8211;9987;
5483;Delatorre Ltda.;HABILITADO;INT;2319;9987;
5487;Vila e Bezerra;HABILITADO;INT;5256;9987;
5504;Verdugo e Neves;HABILITADO;INT;4478;9987;
5524;Soares Comercial Ltda.;HABILITADO;INT;5256;9987;
5528;Ferreira-Flores;HABILITADO;INT;5256;9987;
5531;Fontes Comercial Ltda.;HABILITADO;INT;5919;9987;
5539;Ferreira e Aragão;HABILITADO;INT;4478;9987;
5570;Queirós Comercial Ltda.;HABILITADO;INT;4474;9987;
5572;Serrano-Lovato;HABILITADO;INT;5256;9987;
5573;Serrano e Vega S.A.;HABILITADO;INT;5256;9987;
5578;Montenegro-Maia;HABILITADO;INT;9122;9987;
5582;Matos-Escobar;HABILITADO;INT;4478;9987;
5623;Duarte Comercial Ltda.;HABILITADO;INT;4474;9987;
5626;Mascarenhas e Aranda;HABILITADO;INT;4474;9987;
564;Camacho e Marinho e Filhos;HABILITADO;INT;4963;9987;
5642;Meireles e Feliciano S.A.;HABILITADO;INT;7981;9987;
5645;Molina e Rodrigues;HABILITADO;INT;4963;9987;
5648;Pereira Comercial Ltda.;HABILITADO;INT;4478;9987;
5649;Soto Comercial Ltda.;HABILITADO;INT;1269;9987;
5652;Perez Comercial Ltda.;HABILITADO;INT;5256;9987;
5661;Soares e Cortês e Associados;HABILITADO;INT;7183;9987;
5662;Urias-de Aguiar;HABILITADO;INT;3809;9987;
5666;Mendes e Camacho e Associados;HABILITADO;INT;4474;9987;
5668;Teles e Filhos;HABILITADO;INT;2319;9987;
5671;Montenegro Comercial Ltda.;HABILITADO;INT;5256;9987;
5675;Campos-Lovato;HABILITADO;INT;5256;9987;
5686;Assunção e Assunção;HABILITADO;INT;8211;9987;
5688;Salas-Queirós;HABILITADO;INT;7981;9987;
5711;Santana e Salgado Ltda.;HABILITADO;INT;2736;9987;
5712;Zamana Ltda.;HABILITADO;INT;4474;9987;
5721;Balestero e Dias;HABILITADO;INT;5919;9987;
5747;Bezerra-Vila;HABILITADO;INT;5256;9987;
5748;Pereira e Mascarenhas Ltda.;HABILITADO;INT;4963;9987;
5755;Bonilha-Cordeiro;HABILITADO;INT;3809;9987;
5757;Meireles-Vale;HABILITADO;INT;8579;9987;
5759;Verdugo Comercial Ltda.;HABILITADO;INT;8579;9987;
5765;Brito e Fernandes e Associados;HABILITADO;INT;1107;9987;
