IDCLIENTE;MES;NOTA
2625;2021-02;8
3674;2021-05;10
8537;2020-02;9
3251;2021-03;4
5454;2019-06;8
5454;2019-03;10
3897;2019-04;8
3191;2019-02;10
2224;2019-10;8
3674;2019-01;8
7765;2019-09;9
8769;2019-12;9
3191;2020-04;8
7765;2020-07;10
8856;2020-02;9
7765;2019-10;10
3674;2020-06;9
2625;2019-09;10
3674;2020-08;9
4876;2021-01;9
8856;2019-10;10
3251;2019-04;8
3897;2019-09;9
3674;2019-05;8
1144;2020-10;10
8769;2020-11;10
3897;2019-01;9
7765;2021-06;9
7765;2021-04;10
2625;2020-04;8
8198;2019-11;7
3251;2020-11;8
2224;2021-06;8
5454;2019-05;8
1144;2021-03;2
5454;2019-04;10
3191;2020-01;9
2625;2019-06;10
3674;2019-03;10
15184;2020-03;6
8261;2019-04;10
8537;2019-04;10
15184;2020-02;1
15184;2019-07;9
2264;2020-06;2
2264;2021-01;8
8198;2020-12;8
2224;2019-03;9
3897;2020-03;9
3191;2019-08;2
1144;2020-05;9
2264;2020-01;10
2264;2020-09;10
8769;2020-08;10
3251;2020-03;4
8261;2021-06;9
3251;2020-06;8
15184;2020-08;8
3674;2020-12;8
8261;2021-05;5
7765;2020-03;4
1144;2020-09;9
8769;2019-06;4
8261;2019-12;8
8261;2020-10;9
4876;2019-07;9
1144;2019-01;8
8198;2019-08;8
4876;2019-08;9
3251;2020-08;8
8537;2020-12;10
3897;2021-02;8
15184;2019-11;8
8198;2021-02;9
8537;2019-01;9
8261;2020-08;9
1144;2019-03;3
3897;2020-08;10
2264;2019-11;8
8769;2020-04;8
2625;2020-08;8
7765;2019-03;9
3251;2020-10;9
8261;2020-05;9
2224;2021-02;10
2224;2020-11;9
8769;2020-09;10
3674;2019-07;10
3251;2021-02;10
15184;2021-05;10
4876;2020-11;9
3674;2020-11;10
7765;2020-11;10
5454;2021-01;9
8261;2021-03;8
8537;2021-06;9
2264;2019-08;9
5454;2019-12;10
8261;2020-01;10
15184;2021-06;8
2625;2019-04;9
1144;2020-02;10
8856;2020-10;10
8856;2020-05;3
1144;2020-11;10
3674;2019-10;9
2224;2019-04;9
8856;2020-11;8
3897;2019-08;10
3251;2019-01;8
8261;2019-11;9
15184;2019-10;8
15184;2020-12;8
3251;2020-02;9
2264;2021-04;6
8537;2019-05;10
8198;2019-09;8
4876;2019-11;9
3674;2021-03;9
3674;2019-08;9
3191;2019-06;8
3897;2019-02;10
3191;2021-02;9
2224;2019-02;8
2625;2020-02;8
3251;2019-05;10
2264;2019-01;10
3674;2021-02;10
5454;2019-09;5
8769;2019-11;5
8769;2020-12;8
15184;2020-06;8
1144;2019-12;10
4876;2020-05;8
8537;2021-02;8
5454;2020-07;8
8261;2020-09;10
8769;2019-05;8
4876;2020-09;10
3191;2019-11;7
5454;2020-02;8
8769;2021-06;10
8261;2020-11;9
3897;2020-09;8
2625;2020-09;9
2264;2021-05;8
15184;2021-03;10
3191;2019-03;9
8769;2021-04;10
3674;2019-12;10
7765;2019-11;9
7765;2021-03;8
3897;2019-05;9
3191;2019-05;8
5454;2020-11;8
3897;2020-05;10
8856;2019-11;10
3674;2019-11;9
2264;2021-02;8
2625;2019-03;9
8537;2019-06;10
2224;2019-08;3
2224;2021-05;9
8198;2021-06;8
8261;2021-04;8
8856;2019-04;8
2264;2019-04;8
2224;2019-09;10
7765;2019-02;8
2625;2019-02;10
8537;2020-01;10
2264;2020-11;10
8856;2020-04;8
3674;2020-09;10
2264;2021-03;8
8769;2019-08;10
8856;2020-09;9
3251;2020-01;8
8198;2019-07;10
5454;2020-04;10
4876;2019-09;10
7765;2019-06;8
3674;2021-06;8
2625;2020-03;6
1144;2019-06;8
2224;2020-09;9
3674;2019-09;6
3191;2021-05;10
2224;2020-02;10
1144;2019-11;9
2264;2019-12;9
3251;2021-05;10
8537;2019-03;8
8856;2019-08;9
2224;2020-08;8
8769;2021-01;8
3897;2019-03;4
1144;2021-02;8
8769;2019-04;10
1144;2019-02;8
2625;2019-12;8
3191;2020-10;8
8856;2020-03;10
4876;2021-06;10
5454;2019-07;10
2625;2019-08;8
2625;2021-01;8
3674;2021-01;6
2264;2020-07;9
8537;2020-04;10
1144;2019-05;8
15184;2019-04;8
3897;2021-06;2
3251;2020-05;10
1144;2021-06;10
15184;2021-04;10
3251;2020-07;8
3674;2019-02;9
8261;2020-04;8
2264;2021-06;10
7765;2020-04;8
8856;2019-01;9
8769;2019-10;8
4876;2021-05;9
5454;2019-02;8
5454;2020-03;7
5454;2020-10;10
3191;2019-09;8
3897;2021-04;10
1144;2019-07;8
8856;2021-04;9
1144;2020-08;10
8198;2020-10;9
2264;2020-03;8
2264;2020-02;10
3251;2021-04;9
2264;2019-09;10
2264;2020-10;8
7765;2020-01;8
7765;2019-04;9
2224;2019-12;10
2625;2020-05;10
7765;2020-12;8
15184;2019-02;10
3897;2020-06;8
3897;2019-10;8
8856;2019-05;8
2264;2019-05;9
15184;2019-09;8
1144;2019-10;8
4876;2019-06;9
15184;2019-03;10
5454;2020-08;8
25232;2020-05;6
15248;2020-09;3
18882;2020-02;2
31417;2020-03;4
14851;2020-03;4
13879;2021-02;2
22944;2019-09;1
29517;2020-04;3
32411;2019-11;1
13100;2021-01;2
12337;2019-05;4
29316;2020-01;1
17967;2019-07;3
10529;2019-12;1
644;2019-03;2
12337;2020-04;5
32101;2020-12;4
12117;2020-01;2
15138;2021-05;3
19473;2020-10;3
5891;2021-05;5
15256;2019-05;6
4150;2019-08;3
27613;2019-09;4
26707;2019-01;4
8914;2019-10;3
12337;2020-08;1
18922;2021-04;6
28689;2020-10;3
5582;2021-06;1
7362;2020-09;2
13244;2020-12;5
29645;2020-05;5
13191;2019-12;5
18483;2021-05;1
12127;2019-07;1
19426;2019-12;5
28463;2020-11;1
13898;2019-07;6
21367;2020-01;4
8226;2020-08;2
27047;2019-11;3
21841;2019-03;7
31417;2019-12;5
31365;2019-08;3
28727;2019-08;3
25641;2021-04;6
4079;2021-04;4
11056;2021-04;5
14297;2019-08;2
30028;2021-04;8
26199;2019-07;3
24951;2020-05;4
2868;2020-02;4
10140;2019-08;4
4729;2020-03;6
12764;2020-01;6
18416;2019-05;3
15443;2020-07;5
18445;2019-07;2
27287;2019-04;3
27094;2020-09;6
12408;2020-05;4
12793;2019-12;3
13680;2020-05;2
31417;2019-02;9
14086;2019-06;10
28765;2020-01;7
16657;2021-03;5
21590;2019-07;3
16454;2019-04;5
7584;2021-04;2
30641;2021-01;4
25433;2020-08;7
25076;2019-12;5
5504;2020-02;2
1084;2021-01;5
27094;2019-08;4
29076;2021-01;2
4093;2019-04;1
12148;2020-10;2
19132;2020-08;2
32339;2019-10;8
12761;2019-07;3
28429;2019-04;5
19953;2019-10;3
21020;2020-03;4
3318;2019-02;5
10024;2019-11;3
31315;2020-01;5
14817;2020-01;3
8039;2019-03;4
27285;2019-12;4
28429;2020-04;10
14887;2020-11;10
27243;2019-02;3
5648;2020-05;3
8567;2019-03;3
8060;2019-03;1
28974;2021-05;5
10784;2020-05;7
13190;2019-05;6
18764;2021-03;8
14141;2019-12;4
12156;2019-08;6
27345;2020-09;4
25232;2021-05;6
14994;2019-12;5
13167;2019-08;4
14851;2020-11;5
15428;2019-09;6
11521;2019-08;10
16700;2019-01;5
6075;2019-09;3
15767;2019-05;6
4493;2020-05;2
19473;2019-10;3
28727;2021-02;4
13166;2021-02;2
14089;2020-02;10
13374;2020-12;3
4086;2019-06;5
26910;2019-10;3
25521;2020-03;4
19353;2019-08;6
14831;2019-12;3
13190;2021-03;1
13570;2019-02;2
8226;2021-01;5
12337;2019-01;7
13011;2021-03;6
24453;2019-02;5
13373;2020-05;4
29373;2020-08;5
28025;2020-06;3
32339;2020-03;3
31364;2020-02;1
7492;2019-08;6
7362;2019-01;2
13184;2020-01;1
32396;2021-04;4
12767;2020-06;1
3554;2019-09;5
8559;2019-04;7
1467;2020-03;5
10988;2019-06;2
15929;2020-10;5
12341;2020-10;4
8557;2020-03;1
11279;2021-06;3
10104;2020-09;3
11304;2019-02;2
12263;2019-06;6
12743;2019-09;3
26965;2020-10;4
10243;2019-12;4
8054;2019-07;4
31377;2019-06;1
15166;2019-02;4
12870;2019-04;5
13313;2019-10;3
30069;2019-04;1
30120;2021-03;8
16518;2019-12;1
21846;2019-09;1
1664;2019-01;1
25965;2021-03;1
32411;2020-05;2
28727;2021-01;5
8063;2019-03;3
29981;2021-06;5
1664;2019-11;1
7492;2019-06;1
23764;2020-03;2
29660;2020-10;5
14990;2020-09;3
8542;2019-02;1
30527;2021-01;3
21590;2020-09;2
10782;2019-07;2
19672;2021-02;5
19047;2019-04;3
14297;2020-02;4
28578;2019-05;5
21410;2021-02;9
11981;2019-03;1
25433;2019-09;6
30443;2020-02;4
15872;2019-10;2
19034;2020-03;5
32101;2020-01;5
31033;2019-07;1
20319;2019-06;4
30495;2020-04;4
30064;2020-08;1
21410;2019-09;6
18915;2020-08;10
30118;2020-06;4
14811;2021-06;3
15308;2020-04;6
12002;2020-04;4
12044;2020-08;6
8084;2020-01;5
31365;2020-01;6
1565;2020-01;6
12856;2019-07;3
15105;2021-02;4
12408;2021-02;1
13108;2019-01;5
28429;2019-06;2
30542;2020-11;1
27243;2019-05;6
14031;2020-04;2
8641;2020-10;1
26179;2020-12;5
16431;2020-09;8
14203;2019-06;1
25721;2019-11;2
14277;2019-10;4
13680;2020-03;5
15695;2020-02;6
8054;2019-12;3
8542;2021-02;6
27094;2019-11;5
28450;2019-05;10
19093;2020-03;5
14916;2019-11;5
10104;2020-07;4
12055;2019-11;2
10388;2021-03;3
13168;2019-05;1
11945;2021-06;2
26181;2019-07;2
8226;2019-01;6
21150;2019-08;4
21092;2019-08;8
2868;2019-09;6
29390;2020-11;2
11315;2019-04;6
29645;2019-02;1
21846;2019-05;4
27613;2020-04;4
25724;2019-10;5
14705;2021-05;5
13011;2021-04;2
13637;2019-06;4
25724;2020-09;6
8542;2020-09;2
32411;2021-02;6
11279;2020-08;4
21640;2020-07;3
16827;2021-03;4
22944;2019-07;10
11470;2020-05;1
21092;2019-09;2
7632;2019-11;4
26398;2020-10;1
19473;2021-04;2
13191;2020-11;5
15782;2019-04;2
13680;2020-09;5
14273;2020-07;3
16827;2020-06;2
13570;2019-01;5
14203;2020-02;1
27010;2019-09;1
10293;2019-02;2
27907;2019-11;3
8146;2020-01;4
8052;2019-12;8
27092;2021-04;3
12341;2019-06;5
18416;2019-11;6
19159;2019-06;5
12925;2019-12;6
19426;2020-08;2
19518;2021-05;1
8060;2021-02;5
14273;2021-04;5
28459;2021-03;4
19480;2019-10;1
18061;2020-01;1
16655;2020-02;4
12894;2021-03;5
3877;2019-01;3
28713;2020-03;5
3899;2019-04;5
24527;2019-09;5
11745;2021-06;3
15100;2020-05;1
12002;2019-05;2
28428;2020-09;6
14089;2019-01;6
3901;2021-01;1
29608;2019-05;3
30542;2020-01;6
15152;2021-06;3
30747;2020-12;5
15623;2020-07;2
7579;2019-01;3
10388;2020-11;5
25076;2020-02;2
14297;2019-12;6
24203;2021-01;5
13898;2020-09;4
30443;2020-08;2
8861;2019-06;4
13085;2019-04;1
29010;2019-06;6
5504;2020-08;3
26398;2021-03;1
10797;2019-12;1
3896;2020-08;1
30120;2019-01;4
19473;2020-06;6
16350;2019-10;5
2125;2019-03;4
15877;2021-05;4
20970;2019-01;3
11945;2019-05;6
32475;2020-06;4
29942;2021-03;1
11056;2021-02;2
5582;2019-05;4
15041;2019-06;1
29317;2021-04;8
28025;2020-02;6
12856;2019-08;5
25722;2019-01;2
27469;2020-07;5
30367;2020-06;2
21894;2020-07;4
25165;2019-10;6
19672;2020-08;5
12273;2021-01;2
13313;2019-08;4
28998;2020-04;2
19424;2019-01;2
26874;2020-12;6
12339;2019-10;6
19422;2020-06;5
11880;2020-01;5
16827;2020-08;2
10744;2021-05;1
13190;2020-12;1
12336;2021-02;3
28660;2019-08;2
26874;2021-01;10
30509;2020-01;6
27988;2020-02;3
19473;2020-12;2
25165;2019-09;1
28410;2020-10;8
28698;2019-02;4
14851;2019-09;3
7362;2020-10;6
31010;2019-11;6
25512;2020-05;1
11745;2019-03;5
21894;2019-10;6
7540;2020-03;5
16431;2019-09;5
7486;2020-05;5
15954;2020-07;3
11371;2019-08;9
14031;2021-02;4
8052;2020-12;6
16518;2019-03;5
15256;2019-06;2
30542;2020-10;3
13244;2020-05;1
14089;2019-09;2
30246;2021-06;3
29316;2019-03;1
27933;2020-04;5
7585;2020-04;3
8740;2020-12;6
12334;2019-07;1
1084;2021-06;4
14985;2020-10;4
20970;2020-06;1
27192;2021-03;3
32071;2019-09;6
28459;2020-06;5
11503;2020-08;2
27962;2020-10;4
28428;2021-01;6
26965;2021-06;6
14811;2021-01;5
32339;2020-12;2
16454;2019-09;4
19304;2020-01;1
1324;2021-05;7
30385;2020-01;3
12699;2020-05;4
19426;2020-11;4
10981;2019-04;5
28998;2019-04;3
26214;2019-09;6
12336;2020-12;1
28040;2019-12;4
31959;2021-05;3
14031;2021-04;2
12263;2020-01;3
11470;2020-03;5
1844;2019-06;1
10104;2019-12;4
10193;2020-01;5
8659;2020-09;6
24881;2020-12;4
24807;2019-10;3
7579;2019-07;2
12341;2020-12;6
11470;2020-06;2
10139;2019-04;3
12273;2020-11;3
8740;2021-01;6
12055;2020-10;5
29645;2020-01;3
25583;2021-04;5
16431;2019-12;3
19238;2019-09;3
15308;2019-02;6
27836;2020-04;4
30645;2019-06;2
28660;2021-02;2
7525;2020-08;4
13898;2020-10;2
11272;2020-11;5
14141;2020-02;5
10434;2019-09;5
4729;2019-01;4
12743;2019-06;2
30064;2020-10;3
8659;2019-06;4
12856;2020-04;2
11371;2020-02;8
11252;2020-12;5
28066;2020-02;4
15152;2021-01;6
1324;2019-01;2
27299;2019-05;2
1084;2019-08;6
25221;2020-05;9
30251;2019-08;3
13166;2019-06;1
14433;2019-08;2
13992;2020-10;6
22;2020-09;3
28998;2019-10;5
15240;2019-08;1
12390;2019-07;9
7585;2021-05;2
8559;2019-07;5
28904;2021-05;4
26295;2021-03;3
13100;2019-07;2
13313;2019-06;2
25521;2021-01;4
11315;2021-02;1
31065;2019-09;6
28660;2020-10;1
27353;2020-01;1
21031;2019-10;1
26036;2019-07;10
14002;2019-04;1
19553;2019-06;5
26398;2021-04;1
25433;2019-05;3
32359;2020-04;4
15105;2020-12;4
18915;2019-10;4
32466;2021-06;10
15762;2019-09;4
14990;2019-07;3
30385;2019-09;2
30507;2020-09;6
19424;2020-01;5
27047;2019-09;3
13987;2019-10;1
15041;2019-10;6
27084;2020-10;10
18483;2021-01;1
4079;2019-03;2
7824;2020-12;4
28410;2020-06;6
21640;2019-11;5
19953;2019-11;9
11279;2021-03;9
1467;2021-04;4
30730;2020-06;4
21031;2019-11;4
14705;2020-04;5
4493;2020-08;2
19420;2020-05;4
28469;2020-01;7
13570;2021-01;4
31378;2020-01;2
13158;2019-10;5
28974;2020-06;5
12559;2019-04;4
12894;2019-12;3
31368;2019-06;3
32417;2021-02;1
19424;2019-03;2
13158;2020-06;1
29629;2021-02;6
22;2020-12;2
14811;2020-11;1
8060;2019-10;2
14994;2019-10;5
5813;2019-05;4
27830;2019-08;3
26214;2021-05;2
3554;2019-02;3
14962;2019-10;4
25139;2019-09;5
12848;2020-11;4
16763;2019-05;1
303;2019-11;3
16097;2019-07;5
20943;2019-12;4
19304;2019-12;4
25365;2020-09;6
27613;2019-07;4
24804;2019-06;4
26942;2019-08;1
27453;2020-06;5
3899;2020-07;4
25965;2019-09;4
10388;2020-08;1
21640;2020-06;5
16015;2019-10;4
13374;2019-01;4
18190;2019-05;6
12236;2019-07;2
25641;2019-05;5
3899;2019-06;4
31315;2020-06;5
15027;2020-11;6
26184;2019-12;2
19036;2021-02;3
2947;2019-01;6
25521;2020-07;4
27285;2020-01;3
30641;2020-09;5
11981;2019-04;1
15240;2019-05;4
12757;2021-02;4
8248;2019-02;4
12848;2021-02;2
5967;2021-03;4
16518;2021-04;1
29782;2020-02;5
21020;2021-02;4
12337;2020-06;2
13283;2020-05;6
14273;2019-11;10
12236;2019-04;10
10388;2019-07;6
30507;2019-11;4
15041;2019-12;3
8226;2021-02;5
13167;2020-03;1
13085;2020-11;2
13216;2020-04;6
10529;2019-11;5
29645;2019-09;6
14994;2020-04;5
30509;2021-04;6
12236;2021-03;4
29633;2020-01;1
30527;2020-08;5
13568;2020-11;10
30118;2019-09;4
28447;2020-03;10
30069;2019-10;6
12757;2021-01;1
11521;2019-09;4
7805;2020-02;2
13570;2020-03;4
14491;2021-04;6
27781;2019-07;3
26994;2020-09;2
27186;2021-01;9
31368;2019-10;3
18726;2020-12;2
15929;2020-02;6
14994;2019-07;4
28698;2019-07;5
26179;2020-02;4
25433;2021-02;4
10195;2020-07;1
29517;2019-08;2
29762;2019-12;1
21410;2021-05;6
12337;2021-01;6
30130;2019-06;1
18922;2021-02;1
27285;2021-03;5
27830;2019-05;2
6299;2020-12;3
7362;2019-05;2
10988;2019-10;2
11745;2019-10;5
10139;2019-11;6
25847;2020-11;2
21367;2019-11;2
29692;2020-09;5
18416;2020-10;1
19413;2021-06;10
26874;2021-06;10
30747;2020-11;8
13885;2019-04;6
13216;2020-03;4
12564;2019-04;5
12273;2019-05;6
14519;2020-04;3
10802;2020-12;6
19473;2021-03;6
12622;2019-03;4
29023;2021-04;2
4452;2019-12;6
15623;2020-02;5
26184;2019-02;1
13085;2019-06;4
28851;2021-03;4
19132;2019-09;5
14137;2020-07;6
28904;2020-06;5
21841;2019-04;6
29881;2020-12;1
14297;2019-05;4
18982;2020-09;6
27828;2019-11;5
26398;2020-08;9
32445;2020-04;1
10245;2020-02;8
30960;2020-07;2
24537;2019-03;4
11253;2019-11;5
29659;2020-02;3
8084;2019-03;5
29659;2020-04;6
7584;2020-11;2
21235;2020-01;2
7492;2020-04;1
14137;2021-02;2
29043;2020-02;4
21196;2019-03;3
14203;2021-06;3
32475;2020-07;6
28698;2019-10;2
16655;2019-09;5
7987;2020-08;4
26179;2020-08;6
28040;2021-01;10
15929;2020-09;5
31315;2019-08;2
28713;2019-05;6
16478;2020-04;5
10744;2020-06;6
25365;2020-12;2
15443;2019-08;4
7584;2019-02;2
18982;2019-01;6
14277;2020-03;3
10293;2019-07;4
30367;2020-04;2
10193;2019-09;1
13216;2021-02;1
19420;2020-01;1
15618;2020-07;3
29737;2019-07;5
27836;2021-04;6
4533;2020-09;3
25221;2021-03;3
18915;2019-05;5
13900;2020-01;5
10490;2019-08;4
10195;2019-03;6
12856;2021-01;1
12334;2020-08;4
18484;2020-04;4
12343;2020-08;3
32452;2019-07;4
2947;2020-07;3
28493;2021-02;1
29981;2019-03;6
28410;2019-11;5
28428;2019-11;5
29659;2019-09;7
14835;2021-04;4
27988;2019-11;5
4272;2021-01;2
11880;2019-03;2
15240;2020-04;2
11945;2020-11;7
10012;2020-03;6
31399;2019-04;5
30527;2019-06;2
8039;2019-12;4
10750;2019-03;6
30385;2020-06;5
19036;2021-05;1
7494;2021-03;3
25076;2020-01;5
19413;2021-05;6
14630;2020-07;5
5813;2020-02;1
2868;2019-06;6
13085;2021-03;5
8641;2019-04;5
19413;2020-06;2
13308;2021-03;4
29659;2019-11;6
12559;2019-06;4
21229;2019-04;5
13167;2019-05;5
28698;2019-09;2
27700;2020-06;4
13011;2020-02;2
29373;2019-08;9
4272;2020-11;4
25221;2020-12;5
5648;2021-04;2
19601;2020-09;6
28428;2021-04;3
19132;2021-02;1
15076;2019-04;4
13992;2019-10;6
19424;2019-09;1
18484;2020-03;5
12343;2020-01;2
15243;2019-05;6
10981;2019-10;1
12055;2019-10;5
7805;2020-04;5
5967;2021-06;7
11945;2020-02;5
29981;2021-02;6
12894;2021-05;4
21151;2019-08;4
27026;2019-06;5
27836;2021-03;4
13750;2019-11;6
1664;2021-04;2
25165;2019-07;3
13900;2020-04;5
19473;2020-01;3
29390;2019-09;1
15954;2020-04;1
26958;2021-04;4
1664;2019-12;9
32466;2020-08;3
544;2021-03;1
13830;2019-02;1
4086;2021-01;3
19420;2020-02;4
17876;2019-06;2
16350;2019-05;2
21367;2019-06;5
21841;2020-01;3
11015;2020-04;6
20319;2019-07;1
30122;2020-03;2
14985;2019-11;10
23951;2020-03;4
1544;2020-01;6
30124;2019-04;4
10535;2021-03;1
25706;2020-11;7
23942;2021-03;4
14273;2021-03;5
8719;2020-03;6
28349;2021-02;1
11056;2020-01;1
29076;2020-08;4
29390;2020-09;1
7805;2020-09;5
12609;2019-09;6
28463;2020-01;2
30226;2019-10;7
29659;2019-06;6
13992;2021-04;4
27299;2021-04;1
13975;2020-04;2
29751;2020-10;2
14853;2020-09;6
10243;2019-07;7
8146;2020-05;4
1664;2019-10;2
8063;2021-02;2
12044;2019-07;2
13283;2020-06;6
12390;2019-05;6
29782;2019-12;4
30124;2019-01;5
27287;2019-07;2
27830;2020-08;6
15041;2021-01;6
23951;2021-06;1
28040;2021-06;10
19413;2019-05;6
27830;2020-03;4
29043;2020-10;1
28765;2020-02;6
10643;2020-12;3
12320;2020-09;3
13216;2019-05;6
3554;2021-02;6
14504;2019-12;2
10434;2019-01;9
31033;2020-02;5
15767;2021-04;6
12761;2021-04;4
12236;2019-03;4
14853;2021-01;3
10434;2020-01;1
10195;2020-11;1
10100;2020-03;6
14471;2019-08;3
24951;2020-11;6
1565;2019-02;1
12757;2021-06;6
14990;2019-05;3
12709;2020-06;2
12709;2019-06;3
30120;2020-05;4
14141;2019-03;6
12761;2020-09;5
30028;2020-09;5
11859;2020-06;6
1324;2019-06;6
15138;2019-06;1
25521;2019-08;2
5372;2020-02;2
14990;2019-08;4
27933;2020-08;6
12390;2020-05;1
27259;2021-01;5
28998;2021-02;4
25433;2020-02;3
1565;2020-04;1
5504;2019-12;3
14504;2021-01;8
10643;2019-08;3
4086;2020-04;1
5813;2020-07;2
28698;2020-06;2
11837;2021-01;4
21235;2019-06;3
29782;2021-03;3
10712;2019-02;9
28429;2021-02;3
21229;2019-11;2
27026;2021-02;6
3318;2019-05;3
8084;2020-05;6
10750;2019-04;4
7987;2021-03;2
10139;2020-07;5
21841;2019-10;4
16532;2021-05;4
12699;2019-11;3
31315;2019-04;1
24203;2019-11;3
14990;2019-10;5
24368;2019-08;5
31364;2020-08;5
10744;2019-11;6
2947;2021-03;1
30499;2019-04;5
18922;2019-12;2
8226;2021-06;7
12673;2020-04;1
30443;2021-03;5
13378;2020-07;3
14844;2021-02;1
27881;2019-05;2
12767;2020-03;4
21846;2019-07;5
24881;2019-04;6
29659;2019-08;5
27907;2019-06;1
26398;2019-08;2
28225;2019-09;6
10999;2019-07;2
5372;2019-05;3
19420;2021-02;6
27962;2019-12;6
19477;2021-06;5
12343;2019-07;3
14230;2020-01;9
24881;2019-05;1
32466;2019-07;3
8226;2019-10;3
25083;2019-08;5
28851;2019-04;8
27613;2020-12;5
29659;2021-04;5
4272;2021-06;3
11945;2020-07;5
24444;2020-08;4
32101;2020-06;9
12273;2019-07;3
22;2021-04;6
11301;2019-06;1
11304;2020-06;2
14237;2020-11;4
8641;2019-07;3
29373;2020-02;3
25925;2020-10;1
13570;2021-03;4
8063;2019-01;6
11981;2020-07;7
14851;2020-06;2
14844;2019-09;4
13502;2019-06;1
31065;2019-06;2
26882;2019-07;2
26398;2019-12;2
28660;2020-11;5
8039;2020-02;9
14220;2019-06;5
19085;2020-06;3
10434;2019-07;4
28025;2020-04;4
31065;2020-02;2
15519;2019-05;2
20121;2019-11;2
26874;2019-06;3
26199;2021-03;6
4729;2019-12;9
1664;2020-02;2
14002;2020-06;4
12793;2020-06;2
29737;2019-05;1
31959;2021-06;6
11056;2019-04;4
21640;2020-04;5
29657;2020-08;1
27010;2020-01;6
30118;2020-02;3
8562;2019-01;1
16009;2020-01;1
4093;2021-03;5
12390;2020-01;2
10797;2019-05;5
28305;2019-02;5
25724;2019-07;2
28765;2019-01;2
25722;2019-02;5
30912;2021-01;7
13108;2019-12;5
29627;2021-06;4
14273;2019-08;1
12721;2020-07;6
7486;2019-08;6
13885;2019-11;6
10545;2019-09;1
13502;2019-08;3
18483;2019-07;5
21846;2020-11;2
303;2020-07;1
8060;2020-12;1
10535;2020-04;3
19601;2020-05;4
10243;2020-11;5
14230;2020-04;1
16827;2019-10;4
16657;2020-11;2
29751;2020-06;7
31399;2020-04;4
27084;2020-06;3
30507;2021-02;1
31010;2019-09;5
32396;2020-01;3
32101;2020-05;2
12677;2021-06;2
14230;2019-06;2
10797;2020-01;5
26942;2019-06;6
29942;2020-09;5
7492;2019-02;1
28974;2020-11;1
8146;2020-03;5
15443;2019-02;4
15695;2019-10;3
12562;2019-03;6
29942;2019-12;4
12764;2019-06;6
24186;2019-11;1
27010;2021-03;1
12856;2020-10;9
5372;2021-03;5
7987;2021-06;1
14138;2020-07;9
11470;2020-10;2
8806;2021-06;2
8061;2019-08;1
16431;2021-05;6
3901;2021-05;4
13184;2019-10;4
10750;2019-07;5
25583;2020-05;6
27285;2019-05;4
14985;2021-05;1
15027;2020-10;7
21410;2020-08;3
4493;2020-07;6
27219;2019-05;6
8060;2020-09;4
10784;2019-09;3
11364;2019-01;5
30507;2020-07;6
12848;2021-05;8
12263;2020-02;5
12320;2021-06;3
4272;2020-01;1
27830;2021-04;6
16630;2019-06;1
11272;2020-01;3
10490;2019-03;6
4729;2019-06;6
15618;2020-06;5
27453;2021-03;2
7579;2019-10;1
15767;2021-03;1
26874;2021-03;5
3877;2020-04;6
25641;2019-11;4
27287;2019-09;2
14645;2019-05;4
27933;2019-06;3
19403;2020-02;2
26707;2021-03;1
16478;2020-06;3
21590;2021-05;1
13313;2021-06;5
16655;2019-08;1
11186;2021-02;1
27186;2020-03;6
29645;2020-08;5
10104;2019-04;1
18445;2019-06;4
8052;2020-09;2
11186;2020-09;5
12848;2020-03;1
16657;2019-05;2
16700;2019-10;6
27309;2020-07;3
27026;2020-01;1
28698;2020-02;1
19159;2021-06;4
15248;2020-05;1
29881;2020-06;5
13373;2020-03;6
12761;2020-07;6
30747;2021-04;2
12925;2019-03;3
6075;2019-08;2
8740;2020-08;2
19159;2020-01;1
12117;2019-04;1
13570;2019-09;4
13121;2021-03;6
26163;2019-05;4
13011;2021-01;1
16009;2019-10;6
5504;2019-11;1
31033;2020-06;1
15782;2019-07;2
25221;2020-09;5
8641;2019-12;1
26882;2020-08;4
30120;2021-06;1
29782;2019-06;1
10388;2019-11;9
13216;2021-03;1
13680;2020-06;4
13568;2019-04;4
26942;2020-05;4
12055;2021-01;3
30443;2020-11;1
7486;2021-01;5
7584;2019-04;2
1084;2020-05;1
31378;2020-08;6
29942;2021-04;1
21138;2020-05;1
10388;2019-02;2
28660;2019-07;10
26181;2021-03;4
27453;2020-02;1
32452;2021-02;2
11859;2021-02;5
13570;2019-08;2
4093;2020-10;4
8542;2019-03;5
18061;2019-05;2
24453;2020-06;3
29456;2020-10;3
19953;2019-06;7
10243;2019-02;5
4452;2020-11;6
14491;2020-03;1
10532;2019-06;5
28493;2019-09;2
7579;2021-04;2
13308;2020-05;5
13184;2020-09;3
27988;2019-07;4
12420;2020-09;6
11304;2019-10;6
27907;2021-06;4
13680;2020-02;2
25221;2019-11;4
18973;2019-11;3
16454;2019-08;1
30120;2020-02;3
15623;2019-08;4
28493;2020-08;6
13166;2020-03;4
15256;2021-06;2
5372;2019-11;2
30064;2019-08;5
12761;2021-03;4
32101;2019-12;9
16700;2020-08;5
4971;2019-06;2
12894;2019-04;6
10643;2019-04;2
12562;2020-09;5
19426;2019-06;6
18726;2021-02;2
5372;2019-06;3
14851;2019-10;3
29629;2020-06;4
3554;2019-03;1
12002;2021-05;8
28469;2021-02;4
19036;2020-09;2
1664;2020-10;2
13767;2019-09;2
28305;2020-02;5
